age,sex,race,marital_status,relationship,functional_weight,education,workclass,occupation,capital_gain,capital_loss,hours_per_week,country_name,target
24, Female, White, Never-married, Not-in-family,163053, Bachelors, Private, Sales,0,0,40, United-States,0
29, Male, White, Married-civ-spouse, Husband,152951, HS-grad, Private, Craft-repair,0,0,40, United-States,1
30, Female, White, Divorced, Not-in-family,41493, Some-college, Private, Adm-clerical,0,0,35, Canada,0
50, Female, White, Divorced, Not-in-family,240612, Bachelors, Self-emp-not-inc, Prof-specialty,0,0,60, United-States,0
27, Male, White, Married-civ-spouse, Husband,85918, Bachelors, Local-gov, Protective-serv,0,0,68, United-States,0
22, Female, White, Never-married, Own-child,205940, Bachelors, Private, Adm-clerical,1055,0,30, United-States,0
43, Male, White, Never-married, Not-in-family,233130, Some-college, Private, Adm-clerical,0,0,25, United-States,0
48, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,307440, Bachelors, Private, Tech-support,0,0,45, Philippines,1
55, Male, Black, Divorced, Unmarried,171467, HS-grad, Private, Craft-repair,0,0,48, United-States,1
33, Male, White, Married-civ-spouse, Husband,93930, HS-grad, Self-emp-not-inc, Exec-managerial,0,0,40, United-States,0
36, Male, White, Married-civ-spouse, Husband,28572, Some-college, Private, Craft-repair,0,0,50, United-States,0
17, Female, White, Never-married, Own-child,225106, 10th, Private, Other-service,0,1602,18, United-States,0
58, Male, White, Widowed, Unmarried,178644, HS-grad, Private, Craft-repair,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,179468, HS-grad, Private, Craft-repair,0,0,40, United-States,0
67, Female, White, Widowed, Not-in-family,98882, Masters, ?, ?,0,0,40, United-States,0
24, Male, White, Never-married, Not-in-family,220426, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
26, Female, White, Divorced, Unmarried,109097, HS-grad, Private, Adm-clerical,0,0,48, United-States,0
69, Male, White, Married-civ-spouse, Husband,185039, HS-grad, Self-emp-not-inc, Exec-managerial,9386,0,12, United-States,1
19, Male, White, Never-married, Not-in-family,445728, HS-grad, Private, Craft-repair,0,0,40, United-States,0
17, Female, White, Never-married, Own-child,331552, 12th, Private, Adm-clerical,0,0,30, United-States,0
59, Male, White, Married-civ-spouse, Husband,98361, 11th, Private, Machine-op-inspct,0,0,40, United-States,0
26, Female, White, Separated, Unmarried,246025, HS-grad, Self-emp-inc, Sales,0,0,20, Honduras,0
18, Female, White, Never-married, Own-child,107277, 11th, Private, Sales,0,0,20, United-States,0
58, Male, White, Married-civ-spouse, Husband,51499, Assoc-voc, Private, Craft-repair,0,0,40, United-States,0
43, Male, White, Married-civ-spouse, Husband,203637, Bachelors, Federal-gov, Adm-clerical,7298,0,40, United-States,1
25, Male, White, Never-married, Not-in-family,248990, 1st-4th, Private, Machine-op-inspct,0,0,24, Mexico,0
70, Male, White, Divorced, Not-in-family,243436, 9th, Self-emp-inc, Sales,0,0,45, United-States,0
25, Male, White, Never-married, Unmarried,141876, Masters, Private, Prof-specialty,0,0,45, ?,0
29, Female, White, Never-married, Not-in-family,59932, Bachelors, Federal-gov, Prof-specialty,0,0,40, United-States,0
19, Male, White, Never-married, Own-child,35245, HS-grad, Private, Transport-moving,0,0,40, United-States,0
36, Male, White, Never-married, Not-in-family,98776, Some-college, ?, ?,0,0,30, United-States,0
49, Male, White, Divorced, Not-in-family,64216, HS-grad, Private, Transport-moving,0,0,90, United-States,0
58, Female, White, Never-married, Not-in-family,54947, Some-college, Local-gov, Prof-specialty,0,0,55, United-States,0
31, Female, Black, Never-married, Other-relative,595000, HS-grad, Private, Handlers-cleaners,0,0,35, United-States,0
59, Male, White, Married-civ-spouse, Husband,359292, 1st-4th, Private, Machine-op-inspct,0,0,40, Mexico,0
46, Male, White, Married-civ-spouse, Husband,328216, Bachelors, Private, Exec-managerial,15024,0,40, United-States,1
43, Male, White, Divorced, Not-in-family,92775, Assoc-voc, Federal-gov, Craft-repair,0,0,40, United-States,0
45, Female, White, Never-married, Not-in-family,196584, Assoc-voc, Private, Prof-specialty,0,1564,40, United-States,1
19, Male, White, Never-married, Not-in-family,281704, Some-college, Private, Other-service,0,0,35, United-States,0
53, Female, Amer-Indian-Eskimo, Separated, Unmarried,20438, Some-college, Private, Exec-managerial,0,0,15, United-States,0
24, Female, White, Never-married, Own-child,182504, Some-college, Private, Other-service,0,0,25, United-States,0
35, Male, White, Divorced, Own-child,126569, HS-grad, Private, Craft-repair,0,0,20, United-States,0
39, Male, White, Never-married, Not-in-family,179481, HS-grad, Private, Tech-support,4650,0,44, United-States,0
17, Female, White, Never-married, Own-child,217342, 10th, Private, Sales,0,0,5, United-States,0
28, Male, White, Never-married, Other-relative,31801, HS-grad, Private, Handlers-cleaners,0,0,60, United-States,0
31, Male, White, Married-civ-spouse, Husband,111567, Bachelors, Private, Exec-managerial,0,0,70, United-States,1
23, Female, White, Never-married, Not-in-family,413345, Bachelors, Private, Adm-clerical,0,0,60, United-States,0
48, Male, White, Married-civ-spouse, Husband,115497, Some-college, Local-gov, Exec-managerial,0,0,40, United-States,0
51, Female, White, Separated, Unmarried,241745, 5th-6th, Private, Machine-op-inspct,0,0,40, Mexico,0
51, Male, White, Married-civ-spouse, Husband,174102, HS-grad, Federal-gov, Adm-clerical,0,0,40, United-States,1
41, Male, White, Divorced, Not-in-family,575442, Some-college, Local-gov, Craft-repair,0,0,40, United-States,0
58, Male, White, Married-civ-spouse, Husband,141807, 5th-6th, Private, Machine-op-inspct,0,0,40, Italy,0
53, Male, White, Separated, Not-in-family,313243, Some-college, Private, Craft-repair,0,2444,45, United-States,1
33, Male, White, Married-civ-spouse, Husband,312055, Bachelors, Self-emp-not-inc, Sales,0,0,45, United-States,1
31, Male, White, Never-married, Not-in-family,241360, Bachelors, Private, Sales,0,0,40, United-States,0
24, Male, White, Never-married, Own-child,180060, Masters, Private, Exec-managerial,6849,0,90, United-States,0
31, Male, White, Married-civ-spouse, Husband,59083, HS-grad, Private, Other-service,0,0,35, United-States,0
69, Female, White, Divorced, Not-in-family,164102, HS-grad, ?, ?,0,0,40, United-States,1
45, Male, White, Married-civ-spouse, Husband,104521, Some-college, Private, Craft-repair,0,0,40, United-States,0
41, Male, White, Never-married, Not-in-family,29702, Assoc-voc, Private, Craft-repair,0,0,30, United-States,0
45, Male, White, Married-civ-spouse, Husband,40666, Prof-school, Self-emp-inc, Prof-specialty,0,0,55, United-States,1
43, Male, White, Married-civ-spouse, Husband,170785, Some-college, Self-emp-inc, Sales,0,0,55, United-States,0
53, Male, White, Married-civ-spouse, Husband,99064, 9th, Local-gov, Craft-repair,0,0,40, United-States,0
32, Male, White, Married-civ-spouse, Husband,316470, 5th-6th, Private, Craft-repair,0,0,60, Mexico,0
54, Female, White, Divorced, Unmarried,240542, Some-college, Private, Sales,0,0,48, United-States,0
23, Male, White, Never-married, Own-child,129232, HS-grad, Local-gov, Adm-clerical,0,0,40, United-States,0
45, Female, White, Divorced, Not-in-family,270842, Masters, Private, Exec-managerial,0,0,50, United-States,1
28, Male, White, Never-married, Not-in-family,331381, Bachelors, Private, Adm-clerical,0,0,40, United-States,0
40, Male, White, Married-civ-spouse, Husband,166662, Prof-school, Private, Prof-specialty,15024,0,45, United-States,1
29, Female, White, Never-married, Unmarried,499935, Assoc-voc, ?, ?,0,0,40, United-States,0
33, Male, White, Never-married, Not-in-family,345360, Some-college, Private, Sales,0,0,40, United-States,0
17, Female, White, Never-married, Own-child,280670, 10th, ?, ?,0,0,40, United-States,0
21, Female, White, Never-married, Not-in-family,199177, HS-grad, ?, ?,0,0,40, United-States,0
29, Male, Black, Never-married, Not-in-family,214925, Masters, Private, Exec-managerial,0,0,60, United-States,0
43, Male, White, Separated, Unmarried,27766, Bachelors, Private, Exec-managerial,0,0,60, United-States,1
38, Male, Black, Married-civ-spouse, Husband,270985, Some-college, Private, Exec-managerial,0,0,50, United-States,0
58, Female, Black, Divorced, Unmarried,209438, Some-college, Private, Other-service,0,0,40, United-States,0
48, Male, White, Married-civ-spouse, Husband,235108, HS-grad, Private, Machine-op-inspct,0,0,40, United-States,0
19, Female, White, Never-married, Own-child,140242, Some-college, ?, ?,0,0,20, United-States,0
43, Male, White, Married-civ-spouse, Husband,316183, 7th-8th, Private, Machine-op-inspct,0,0,40, United-States,0
43, Male, White, Never-married, Own-child,188291, 1st-4th, Private, Sales,0,0,40, United-States,0
42, Male, White, Never-married, Not-in-family,332401, Bachelors, Private, Sales,0,0,40, United-States,0
37, Male, White, Married-civ-spouse, Husband,74593, HS-grad, Private, Craft-repair,0,0,70, United-States,0
36, Male, White, Married-civ-spouse, Husband,369843, HS-grad, Private, Other-service,0,0,50, United-States,0
23, Male, White, Never-married, Not-in-family,519627, HS-grad, Self-emp-not-inc, Farming-fishing,0,0,25, Mexico,0
33, Male, Asian-Pac-Islander, Married-civ-spouse, Other-relative,173858, Bachelors, Private, Adm-clerical,0,0,40, India,0
41, Male, White, Married-civ-spouse, Husband,92733, HS-grad, Private, Craft-repair,0,0,40, United-States,1
22, Female, White, Never-married, Own-child,175883, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
47, Male, White, Married-civ-spouse, Husband,174533, Assoc-voc, Local-gov, Exec-managerial,0,0,40, United-States,1
38, Male, White, Divorced, Not-in-family,65624, HS-grad, Private, Exec-managerial,0,0,40, United-States,0
61, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,133969, HS-grad, Self-emp-not-inc, Sales,0,0,63, South,0
18, Female, White, Never-married, Not-in-family,42857, Some-college, Self-emp-not-inc, Craft-repair,0,0,35, United-States,0
22, Male, White, Never-married, Own-child,222993, HS-grad, Private, Handlers-cleaners,0,0,40, United-States,0
20, Female, White, Never-married, Own-child,210474, Some-college, ?, ?,0,0,15, United-States,0
29, Male, White, Never-married, Not-in-family,107458, Bachelors, Private, Sales,0,0,50, United-States,0
32, Female, Black, Separated, Unmarried,39223, 10th, Private, Craft-repair,0,0,40, ?,0
20, Male, White, Never-married, Unmarried,200089, 5th-6th, Private, Handlers-cleaners,0,0,30, Guatemala,0
27, Male, White, Never-married, Not-in-family,34701, Bachelors, Private, Other-service,0,0,40, United-States,0
46, Male, White, Married-civ-spouse, Husband,173243, HS-grad, Private, Craft-repair,0,0,40, United-States,0
44, Male, White, Divorced, Not-in-family,187322, Bachelors, Private, Transport-moving,0,0,40, United-States,0
19, Female, White, Never-married, Not-in-family,199441, HS-grad, Private, Prof-specialty,0,0,40, United-States,0
42, Male, White, Married-civ-spouse, Husband,119679, HS-grad, Private, Machine-op-inspct,0,1579,42, United-States,0
59, Male, Black, Never-married, Not-in-family,307423, 9th, Private, Other-service,0,0,50, United-States,0
40, Female, White, Divorced, Not-in-family,162108, Bachelors, ?, ?,0,0,50, United-States,0
33, Male, Other, Married-civ-spouse, Husband,137088, Bachelors, Private, Machine-op-inspct,0,0,40, Ecuador,0
81, Female, White, Widowed, Not-in-family,123959, Bachelors, Self-emp-not-inc, Prof-specialty,0,1668,3, Hungary,0
36, Male, White, Married-civ-spouse, Husband,77820, Some-college, Private, Craft-repair,0,0,40, United-States,1
26, Female, White, Never-married, Not-in-family,358975, Some-college, Private, Priv-house-serv,0,0,50, Hungary,0
36, Male, White, Married-civ-spouse, Husband,116892, Some-college, Local-gov, Craft-repair,0,0,40, United-States,0
44, Male, White, Married-civ-spouse, Husband,175485, Bachelors, Private, Craft-repair,0,0,12, United-States,0
54, Male, White, Divorced, Unmarried,152540, Some-college, Local-gov, Craft-repair,0,0,42, United-States,0
62, Male, White, Married-civ-spouse, Husband,31577, HS-grad, ?, ?,0,0,18, United-States,0
24, Female, White, Divorced, Unmarried,227610, 10th, Private, Handlers-cleaners,0,0,58, United-States,0
39, Male, Asian-Pac-Islander, Married-civ-spouse, Own-child,100669, Some-college, Private, Craft-repair,0,0,40, United-States,0
25, Male, White, Married-civ-spouse, Husband,230292, HS-grad, Private, Craft-repair,0,0,40, United-States,0
27, Male, White, Married-civ-spouse, Husband,37754, Some-college, Private, Farming-fishing,0,0,80, United-States,0
46, Male, White, Married-civ-spouse, Husband,332355, Some-college, Private, Adm-clerical,0,0,40, United-States,0
33, Male, White, Never-married, Not-in-family,113364, HS-grad, Private, Sales,0,0,45, United-States,0
28, Male, White, Married-civ-spouse, Husband,210498, HS-grad, State-gov, Protective-serv,0,0,40, United-States,0
56, Male, White, Divorced, Not-in-family,193818, 9th, Private, Craft-repair,0,0,40, United-States,0
63, Male, White, Married-civ-spouse, Husband,96930, Assoc-acdm, Self-emp-inc, Sales,0,0,40, United-States,1
26, Female, White, Never-married, Own-child,169101, Some-college, Federal-gov, Tech-support,0,0,40, United-States,0
54, Male, White, Married-civ-spouse, Husband,168553, Bachelors, Local-gov, Exec-managerial,0,0,40, United-States,0
42, Male, White, Divorced, Not-in-family,374790, 9th, Private, Craft-repair,0,0,40, United-States,0
31, Female, White, Never-married, Own-child,357145, Doctorate, Self-emp-not-inc, Prof-specialty,0,0,48, United-States,0
48, Male, White, Married-civ-spouse, Husband,58683, Some-college, Self-emp-not-inc, Sales,0,0,70, United-States,1
40, Male, White, Married-civ-spouse, Husband,115331, HS-grad, Private, Transport-moving,0,0,35, United-States,0
57, Male, White, Divorced, Not-in-family,160275, HS-grad, Private, Craft-repair,0,0,40, United-States,0
31, Female, White, Never-married, Not-in-family,297188, Masters, Private, Prof-specialty,0,0,60, United-States,0
32, Male, White, Married-civ-spouse, Husband,99646, HS-grad, Private, Transport-moving,0,0,50, United-States,0
28, Male, White, Married-civ-spouse, Husband,196564, HS-grad, Private, Craft-repair,0,0,45, United-States,0
37, Female, Other, Never-married, Not-in-family,143582, Assoc-voc, Private, Adm-clerical,4101,0,35, United-States,0
49, Female, White, Widowed, Unmarried,47086, Bachelors, Self-emp-not-inc, Sales,0,0,40, United-States,0
23, Male, White, Never-married, Unmarried,376383, HS-grad, Private, Other-service,0,0,35, Mexico,0
54, Female, White, Divorced, Unmarried,137678, Some-college, Local-gov, Adm-clerical,0,0,40, United-States,0
36, Male, White, Married-civ-spouse, Husband,111957, Some-college, Self-emp-not-inc, Exec-managerial,0,0,52, United-States,0
43, Male, White, Divorced, Not-in-family,144811, Prof-school, State-gov, Prof-specialty,0,0,50, United-States,0
29, Female, White, Married-civ-spouse, Wife,51944, HS-grad, Private, Other-service,4386,0,40, United-States,1
50, Male, Black, Married-civ-spouse, Husband,229272, HS-grad, State-gov, Craft-repair,0,0,40, United-States,1
44, Male, White, Married-civ-spouse, Husband,368757, Some-college, Private, Machine-op-inspct,0,0,40, United-States,0
48, Male, White, Married-civ-spouse, Husband,204629, Masters, Private, Exec-managerial,0,0,50, United-States,1
46, Female, White, Never-married, Not-in-family,43206, Doctorate, Federal-gov, Prof-specialty,0,1564,50, United-States,1
43, Female, White, Never-married, Not-in-family,76460, HS-grad, Private, Adm-clerical,0,0,40, United-States,0
55, Male, Asian-Pac-Islander, Married-civ-spouse, Husband,296085, Assoc-acdm, Local-gov, Prof-specialty,0,0,40, United-States,1
42, Male, White, Married-civ-spouse, Husband,27242, 11th, Self-emp-not-inc, Farming-fishing,0,0,60, United-States,0
