age,sex,race,marital_status,relationship_label,relationship,functional_weight,education,education_num,workclass,occupation,capital_gain,capital_loss,hours_per_week,native_country,country_name,target
33, Male, White, Married-civ-spouse,0, Husband,130021, HS-grad,9, Private, Transport-moving,0,0,40,39, United-States,0
27, Male, White, Married-civ-spouse,0, Husband,164607, Bachelors,13, Private, Other-service,0,0,40,39, United-States,0
36, Male, White, Married-civ-spouse,0, Husband,210945, Some-college,10, Federal-gov, Adm-clerical,0,0,70,39, United-States,0
22, Male, White, Never-married,1, Not-in-family,142566, HS-grad,9, Private, Sales,0,0,40,39, United-States,0
41, Male, White, Divorced,1, Not-in-family,254630, Assoc-voc,11, ?, ?,0,0,80,39, United-States,0
41, Male, White, Married-civ-spouse,0, Husband,140886, HS-grad,9, Private, Farming-fishing,0,0,40,39, United-States,0
44, Female, White, Never-married,1, Not-in-family,178134, Prof-school,15, Private, Prof-specialty,0,0,40,39, United-States,1
34, Male, White, Married-civ-spouse,0, Husband,175761, Bachelors,13, Self-emp-inc, Prof-specialty,0,0,60,39, United-States,1
25, Male, White, Never-married,1, Not-in-family,263300, HS-grad,9, Self-emp-not-inc, Farming-fishing,0,0,50,39, United-States,0
25, Female, White, Never-married,3, Own-child,181666, Assoc-acdm,12, Private, Tech-support,0,0,40,39, United-States,0
72, Female, White, Married-civ-spouse,5, Wife,183616, HS-grad,9, Private, Exec-managerial,0,0,50,9, England,0
55, Female, White, Widowed,4, Unmarried,308118, Bachelors,13, Private, Machine-op-inspct,0,0,40,0, ?,0
31, Female, Amer-Indian-Eskimo, Never-married,3, Own-child,151726, Assoc-acdm,12, Local-gov, Adm-clerical,0,0,40,39, United-States,0
40, Female, White, Divorced,3, Own-child,53506, Bachelors,13, Private, Craft-repair,0,0,40,39, United-States,0
18, Female, White, Never-married,3, Own-child,137363, 12th,8, Private, Other-service,0,0,20,39, United-States,0
41, Female, White, Divorced,4, Unmarried,170299, Assoc-voc,11, Private, Prof-specialty,0,0,43,39, United-States,0
55, Male, White, Married-civ-spouse,0, Husband,174662, HS-grad,9, Private, Transport-moving,0,0,32,39, United-States,0
22, Female, Black, Never-married,3, Own-child,229456, HS-grad,9, Private, Adm-clerical,0,0,38,39, United-States,0
52, Male, Other, Married-civ-spouse,0, Husband,241444, 1st-4th,2, Private, Craft-repair,0,0,50,33, Puerto-Rico,0
45, Male, White, Married-civ-spouse,0, Husband,176814, Doctorate,16, Self-emp-not-inc, Prof-specialty,15024,0,40,39, United-States,1
27, Male, White, Never-married,1, Not-in-family,168470, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,0
19, Female, White, Never-married,3, Own-child,55284, HS-grad,9, Private, Sales,0,0,35,39, United-States,0
18, Male, White, Never-married,3, Own-child,437851, Some-college,10, ?, ?,0,0,40,39, United-States,0
18, Female, White, Never-married,1, Not-in-family,123343, 11th,7, Private, Sales,0,0,30,39, United-States,0
35, Male, White, Married-civ-spouse,2, Other-relative,138992, Masters,14, Private, Prof-specialty,7298,0,40,39, United-States,1
68, Male, White, Married-civ-spouse,0, Husband,140852, HS-grad,9, Self-emp-inc, Sales,0,0,40,39, United-States,0
51, Male, White, Married-civ-spouse,0, Husband,176813, Assoc-acdm,12, Local-gov, Prof-specialty,0,0,60,39, United-States,0
26, Male, White, Married-spouse-absent,1, Not-in-family,160300, HS-grad,9, Private, Protective-serv,0,0,40,39, United-States,0
28, Male, White, Married-civ-spouse,0, Husband,535978, Some-college,10, Private, Craft-repair,0,0,40,39, United-States,1
24, Female, White, Never-married,1, Not-in-family,175183, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
34, Male, White, Married-civ-spouse,0, Husband,226443, Some-college,10, Local-gov, Protective-serv,0,0,40,39, United-States,1
32, Male, White, Never-married,1, Not-in-family,402361, HS-grad,9, Federal-gov, Adm-clerical,0,0,40,39, United-States,0
18, Female, White, Never-married,3, Own-child,128538, Some-college,10, ?, ?,0,0,6,39, United-States,0
51, Female, Black, Separated,4, Unmarried,99987, 10th,6, Private, Machine-op-inspct,0,0,40,39, United-States,0
49, Male, White, Married-civ-spouse,0, Husband,181547, Assoc-acdm,12, Self-emp-not-inc, Craft-repair,0,0,30,4, Columbia,0
42, Male, White, Married-civ-spouse,0, Husband,160369, Masters,14, State-gov, Prof-specialty,0,0,50,39, United-States,1
29, Female, White, Never-married,4, Unmarried,355569, Assoc-voc,11, Private, Exec-managerial,0,0,50,39, United-States,0
45, Male, Black, Divorced,2, Other-relative,242552, 12th,8, Self-emp-not-inc, Craft-repair,0,0,35,39, United-States,0
35, Male, White, Married-civ-spouse,0, Husband,27408, HS-grad,9, Private, Sales,0,0,50,39, United-States,0
65, Male, White, Married-civ-spouse,0, Husband,175202, HS-grad,9, Self-emp-not-inc, Exec-managerial,0,0,24,39, United-States,0
27, Female, White, Never-married,1, Not-in-family,159724, Bachelors,13, Private, Exec-managerial,0,0,40,39, United-States,0
23, Male, White, Never-married,3, Own-child,224954, Some-college,10, Private, Machine-op-inspct,0,0,25,39, United-States,0
17, Male, White, Never-married,3, Own-child,48610, 11th,7, Private, Farming-fishing,0,0,45,39, United-States,0
48, Male, White, Married-civ-spouse,0, Husband,330470, Some-college,10, Private, Handlers-cleaners,0,0,30,39, United-States,0
48, Male, White, Divorced,1, Not-in-family,345831, HS-grad,9, Private, Machine-op-inspct,0,0,40,39, United-States,0
43, Male, White, Married-civ-spouse,0, Husband,55213, HS-grad,9, Private, Machine-op-inspct,0,1977,52,39, United-States,1
25, Female, White, Never-married,3, Own-child,109419, HS-grad,9, Private, Adm-clerical,0,0,40,39, United-States,0
29, Male, White, Married-civ-spouse,0, Husband,53181, Masters,14, Private, Prof-specialty,0,0,55,39, United-States,1
32, Female, White, Never-married,1, Not-in-family,398019, 7th-8th,4, Private, Priv-house-serv,0,0,15,26, Mexico,0
33, Male, White, Divorced,4, Unmarried,184306, HS-grad,9, Private, Handlers-cleaners,0,0,30,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,102953, Bachelors,13, Private, Sales,7298,0,55,39, United-States,1
43, Female, White, Never-married,1, Not-in-family,105936, Assoc-voc,11, Federal-gov, Prof-specialty,13550,0,40,39, United-States,1
58, Female, White, Divorced,1, Not-in-family,126104, Masters,14, Private, Adm-clerical,0,1980,45,39, United-States,0
21, Male, White, Never-married,4, Unmarried,307315, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,0
19, Female, White, Never-married,3, Own-child,100009, Some-college,10, Private, Sales,0,0,15,39, United-States,0
35, Female, White, Never-married,3, Own-child,127306, Assoc-voc,11, Private, Adm-clerical,14344,0,40,39, United-States,1
24, Female, White, Never-married,3, Own-child,155818, Some-college,10, Private, Sales,0,0,40,39, United-States,0
75, Male, White, Never-married,1, Not-in-family,36243, Doctorate,16, ?, ?,0,0,40,39, United-States,0
30, Male, Black, Never-married,1, Not-in-family,296462, Masters,14, Private, Prof-specialty,0,0,30,39, United-States,0
46, Male, White, Married-civ-spouse,0, Husband,377401, HS-grad,9, Private, Transport-moving,0,1902,70,2, Canada,1
24, Male, White, Married-civ-spouse,0, Husband,223515, HS-grad,9, Private, Craft-repair,0,0,45,39, United-States,0
37, Female, White, Divorced,4, Unmarried,76855, Some-college,10, Self-emp-not-inc, Exec-managerial,0,0,40,39, United-States,0
41, Female, Other, Divorced,4, Unmarried,179875, 11th,7, Private, Other-service,0,0,40,39, United-States,0
25, Female, White, Married-civ-spouse,5, Wife,263773, Some-college,10, Private, Adm-clerical,0,0,40,39, United-States,1
62, Male, White, Married-civ-spouse,0, Husband,238913, Some-college,10, Private, Tech-support,2829,0,24,39, United-States,0
52, Male, White, Divorced,1, Not-in-family,252903, HS-grad,9, ?, ?,0,0,45,39, United-States,1
44, Male, White, Married-civ-spouse,0, Husband,165815, HS-grad,9, Private, Exec-managerial,0,0,60,39, United-States,1
36, Male, White, Married-civ-spouse,0, Husband,241962, Bachelors,13, Local-gov, Adm-clerical,0,0,40,39, United-States,0
20, Male, Other, Never-married,1, Not-in-family,171398, 10th,6, Private, Sales,0,0,40,39, United-States,0
46, Male, White, Divorced,4, Unmarried,266337, Assoc-voc,11, Private, Craft-repair,0,0,40,39, United-States,0
60, Male, White, Married-civ-spouse,0, Husband,116230, 7th-8th,4, Private, Craft-repair,0,0,40,39, United-States,0
27, Female, White, Married-civ-spouse,5, Wife,175552, 5th-6th,3, ?, ?,0,0,40,26, Mexico,0
35, Female, White, Divorced,4, Unmarried,177102, HS-grad,9, Private, Handlers-cleaners,0,0,40,39, United-States,0
21, Male, Black, Never-married,3, Own-child,255685, Some-college,10, Private, Other-service,0,0,40,28, Outlying-US(Guam-USVI-etc),0
30, Male, White, Married-civ-spouse,0, Husband,243165, HS-grad,9, Private, Exec-managerial,0,0,40,39, United-States,0
45, Male, White, Married-civ-spouse,0, Husband,151584, Prof-school,15, Self-emp-inc, Prof-specialty,0,0,35,39, United-States,1
21, Male, White, Never-married,2, Other-relative,129172, Some-college,10, Private, Other-service,0,0,16,39, United-States,0
61, Male, Black, Divorced,1, Not-in-family,298400, Bachelors,13, Private, Sales,4787,0,48,39, United-States,1
39, Male, White, Divorced,1, Not-in-family,456922, Bachelors,13, Private, Tech-support,0,0,40,39, United-States,0
22, Male, White, Never-married,3, Own-child,141297, Some-college,10, Private, Tech-support,0,0,40,39, United-States,0
29, Male, White, Married-civ-spouse,0, Husband,59231, Some-college,10, Private, Craft-repair,0,0,42,39, United-States,0
23, Female, Black, Never-married,3, Own-child,141272, Bachelors,13, Private, Other-service,0,0,30,39, United-States,0
32, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,79586, Bachelors,13, Private, Prof-specialty,0,0,40,19, India,0
52, Female, Black, Widowed,4, Unmarried,167527, 11th,7, Private, Other-service,0,0,40,39, United-States,0
19, Female, White, Never-married,3, Own-child,197714, HS-grad,9, Private, Sales,0,0,35,39, United-States,0
33, Female, White, Married-civ-spouse,5, Wife,101345, HS-grad,9, Private, Exec-managerial,0,0,42,2, Canada,1
38, Male, White, Never-married,1, Not-in-family,107125, Some-college,10, Private, Sales,0,0,60,39, United-States,0
38, Female, White, Never-married,1, Not-in-family,99138, Bachelors,13, Private, Exec-managerial,0,0,38,39, United-States,0
46, Female, Black, Widowed,4, Unmarried,160187, Masters,14, Local-gov, Exec-managerial,0,0,35,39, United-States,0
39, Male, White, Married-civ-spouse,0, Husband,177154, Bachelors,13, Private, Sales,15024,0,50,39, United-States,1
59, Male, White, Married-civ-spouse,0, Husband,146391, Doctorate,16, Private, Prof-specialty,0,0,50,39, United-States,1
21, Male, White, Never-married,3, Own-child,277700, Some-college,10, ?, ?,0,0,20,39, United-States,0
29, Male, White, Never-married,1, Not-in-family,201017, Masters,14, Private, Prof-specialty,0,0,55,34, Scotland,0
37, Female, White, Separated,4, Unmarried,356824, HS-grad,9, Private, Tech-support,0,0,40,39, United-States,0
31, Female, White, Never-married,1, Not-in-family,194293, Some-college,10, Private, Adm-clerical,2463,0,38,39, United-States,0
21, Male, White, Married-civ-spouse,0, Husband,260617, 10th,6, Private, Machine-op-inspct,0,0,36,39, United-States,0
42, Female, White, Married-civ-spouse,5, Wife,186909, Assoc-acdm,12, Local-gov, Exec-managerial,0,0,45,39, United-States,1
37, Male, White, Divorced,2, Other-relative,248445, HS-grad,9, Private, Handlers-cleaners,0,0,40,8, El-Salvador,0
36, Male, White, Separated,1, Not-in-family,271767, Bachelors,13, Private, Prof-specialty,0,0,40,0, ?,0
30, Male, White, Never-married,3, Own-child,195576, Some-college,10, Private, Prof-specialty,3325,0,50,39, United-States,0
31, Female, White, Never-married,1, Not-in-family,90668, 10th,6, Private, Other-service,0,0,40,39, United-States,0
30, Male, White, Never-married,3, Own-child,35644, HS-grad,9, Private, Other-service,0,0,10,39, United-States,0
19, Male, White, Never-married,1, Not-in-family,42750, Some-college,10, Private, Handlers-cleaners,0,0,55,39, United-States,0
44, Female, Black, Separated,4, Unmarried,322391, 11th,7, Private, Other-service,0,0,30,39, United-States,0
29, Female, White, Married-civ-spouse,5, Wife,83003, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
54, Male, White, Married-civ-spouse,0, Husband,135388, HS-grad,9, Private, Craft-repair,5178,0,40,39, United-States,1
20, Female, Black, Never-married,3, Own-child,94744, HS-grad,9, Private, Adm-clerical,0,0,20,39, United-States,0
62, Male, White, Married-civ-spouse,0, Husband,258124, Masters,14, Federal-gov, Adm-clerical,0,0,40,22, Italy,1
46, Female, White, Separated,1, Not-in-family,251786, 1st-4th,2, Private, Other-service,0,0,40,26, Mexico,0
35, Male, White, Married-civ-spouse,0, Husband,112271, Bachelors,13, Self-emp-not-inc, Exec-managerial,0,0,50,39, United-States,1
35, Male, White, Married-civ-spouse,0, Husband,89622, Some-college,10, Self-emp-inc, Sales,0,0,50,39, United-States,1
41, Male, White, Married-civ-spouse,0, Husband,286970, Bachelors,13, Private, Adm-clerical,0,0,40,39, United-States,0
51, Female, White, Divorced,1, Not-in-family,93193, HS-grad,9, Private, Prof-specialty,0,0,40,39, United-States,0
25, Female, White, Never-married,1, Not-in-family,181054, Bachelors,13, Private, Sales,0,0,40,39, United-States,0
34, Male, White, Divorced,1, Not-in-family,33945, HS-grad,9, Private, Craft-repair,6849,0,55,39, United-States,0
26, Female, Asian-Pac-Islander, Never-married,2, Other-relative,147638, Bachelors,13, Private, Adm-clerical,0,0,40,17, Hong,0
45, Male, White, Married-civ-spouse,0, Husband,56841, HS-grad,9, Local-gov, Craft-repair,0,0,40,39, United-States,1
60, Male, White, Married-civ-spouse,0, Husband,145995, Bachelors,13, Private, Sales,0,0,40,39, United-States,1
32, Male, White, Married-civ-spouse,0, Husband,164243, HS-grad,9, Private, Tech-support,0,0,60,39, United-States,1
90, Male, White, Never-married,3, Own-child,313986, 11th,7, Private, Handlers-cleaners,0,0,40,39, United-States,0
46, Male, Black, Married-civ-spouse,0, Husband,403911, HS-grad,9, Private, Craft-repair,0,1902,40,39, United-States,1
22, Male, White, Never-married,4, Unmarried,344176, HS-grad,9, Private, Sales,0,0,20,39, United-States,0
63, Male, White, Married-civ-spouse,0, Husband,95680, Some-college,10, Federal-gov, Tech-support,0,0,18,39, United-States,1
43, Female, White, Divorced,1, Not-in-family,35523, Assoc-acdm,12, ?, ?,0,0,35,39, United-States,0
41, Male, Black, Married-civ-spouse,0, Husband,203943, 12th,8, Private, Protective-serv,0,0,40,0, ?,0
34, Male, White, Never-married,1, Not-in-family,183801, Bachelors,13, Local-gov, Other-service,0,0,14,39, United-States,0
40, Male, White, Married-civ-spouse,0, Husband,199303, Assoc-acdm,12, Federal-gov, Prof-specialty,0,0,40,39, United-States,1
59, Male, White, Married-civ-spouse,0, Husband,178353, HS-grad,9, Self-emp-not-inc, Exec-managerial,0,0,50,39, United-States,1
21, Male, White, Never-married,3, Own-child,72593, HS-grad,9, Private, Other-service,0,0,40,39, United-States,0
69, Male, White, Married-civ-spouse,0, Husband,230417, Doctorate,16, Private, Prof-specialty,0,0,40,3, China,1
29, Male, White, Never-married,1, Not-in-family,115677, Bachelors,13, Private, Tech-support,0,0,40,39, United-States,0
30, Male, White, Never-married,3, Own-child,361817, HS-grad,9, ?, ?,0,0,25,39, United-States,0
50, Male, White, Married-civ-spouse,0, Husband,283676, Doctorate,16, Self-emp-inc, Prof-specialty,15024,0,60,39, United-States,1
51, Male, White, Separated,1, Not-in-family,110458, Bachelors,13, Private, Prof-specialty,0,0,40,39, United-States,0
28, Male, White, Never-married,3, Own-child,38309, Bachelors,13, State-gov, Prof-specialty,6849,0,40,39, United-States,0
31, Male, White, Married-civ-spouse,0, Husband,156743, Masters,14, Private, Sales,0,0,76,39, United-States,1
21, Female, White, Never-married,3, Own-child,116489, Some-college,10, Private, Sales,0,0,60,39, United-States,0
34, Male, Asian-Pac-Islander, Married-civ-spouse,0, Husband,306982, Bachelors,13, Self-emp-not-inc, Sales,0,0,60,35, South,0
36, Male, White, Married-civ-spouse,0, Husband,186815, Masters,14, ?, ?,0,0,50,39, United-States,0
75, Male, White, Married-civ-spouse,0, Husband,104896, HS-grad,9, Private, Sales,2653,0,20,39, United-States,0
30, Male, White, Never-married,1, Not-in-family,205152, Bachelors,13, Private, Sales,0,0,40,39, United-States,0
34, Male, White, Married-civ-spouse,0, Husband,506858, Assoc-voc,11, Private, Craft-repair,0,0,32,39, United-States,1
28, Male, White, Divorced,1, Not-in-family,122540, 10th,6, Private, Handlers-cleaners,0,0,40,39, United-States,0
47, Female, White, Separated,1, Not-in-family,374580, HS-grad,9, Private, Sales,0,0,52,39, United-States,0
32, Male, White, Married-civ-spouse,0, Husband,379412, Assoc-voc,11, Self-emp-not-inc, Craft-repair,0,0,40,39, United-States,0
39, Male, White, Never-married,3, Own-child,160623, Assoc-acdm,12, Private, Craft-repair,0,0,40,39, United-States,0
59, Female, Black, Widowed,4, Unmarried,381851, 9th,5, Private, Other-service,0,0,40,39, United-States,0
